Title3,Following Perseus,Greek,English,Benjamin Jowett,Schleiermacher,Primary translation,Literal translation,Secondary translation
0059-003|239.|Cr. 53c.1.,0059-003|238.|Cr. 53b.3.,ὅστις γὰρ νόμων διαφθορεύς ἐστιν σφόδρα που δόξειεν ἂν νέων γε καὶ ἀνοήτων ἀνθρώπων διαφθορεὺς εἶναι. ,For he who is destroyer of the laws might certainly be regarded as a destroyer of young and thoughtless men. ,For he who is a corrupter of the laws is more than likely to be corrupter of the young and foolish portion of mankind.,"denn wer der Gesetze Verderber ist, muß wohl gar sehr dafür gehalten werden, auch der jüngeren und noch unvernünftigen Menschen Verderber zu sein.", زیرا آن کس که تباه کننده‌ی قوانین است چه بسا تباه‌کننده جوانان و افراد بی‌خرد نیز در نظر آید., زیرا هر که تباه‌‌کننده‌ی قوانین است شاید که چه بسیار تباه‌کننده‌ی جوانان و آدمیان سبک‌سر نیز در نظر آید.,زیرا هر آنکه تحریف‌کننده‌ی قوانین است یقینا گمراه کننده‌ی بُرنایان و مردمان ناپخته نیز در نظر خواهد آمد.
0059-003|240.|Cr. 53c.2.,0059-003|239.|Cr. 53c.1.,πότερον οὖν φεύξῃ τάς τε εὐνομουμένας πόλεις καὶ τῶν ἀνδρῶν τοὺς κοσμιωτάτους; ,Will you then avoid the well-governed cities and the most civilized men? ,Will you then flee from well-ordered cities and virtuous men? ,Willst du also etwa die wohleingerichtetsten Staaten und die ehrenwertesten Menschen meiden? ,بنابراین آیا از شهرهای قانون‌مدار و نیز قانون‌مندترین مردمان اجتناب خواهی کرد؟,بنابراین آیا از پولیس‌های بسامان و نیز قانون‌مندترین مردان اجتناب خواهی کرد؟,پس آیا از دولت‌شهرهای انتظام‌یافته و آداب‌دان‌ترین مردمان بر حذر خواهی بود؟
0059-003|241.|Cr. 53c.3.,0059-003|240.|Cr. 53c.2.,καὶ τοῦτο ποιοῦντι ἆρα ἄξιόν σοι ζῆν ἔσται; ,And if you do this will your life be worth living? ,and is existence worth having on these terms? ,"Und wenn du dieses tust, wird es dir etwa noch lohnen zu leben? ",و با انجام این‌ کار آیا زندگی برای تو ارزش زیستن خواهد داشت؟,و این‌ها را انجام داده، آیا زیستن نزد تو ارزشمند خواهد بود؟,و عمل به این‌ها آیا ارزش زندگی‌ات را دارد؟
0059-003|242.|Cr. 53c.4.,0059-003|241.|Cr. 53c.3.,"ἢ πλησιάσεις τούτοις καὶ ἀναισχυντήσεις διαλεγόμενος — τίνας λόγους, ὦ Σώκρατες; ","Or will you go to them and have the face to carry on — what kind of conversation, Socrates? ","Or will you go to them without shame, and talk to them, Socrates? And what will you say to them? ","Oder willst du dich zu ihnen halten und unverschämt genug sein, was doch für Reden vorzubringen, o Sokrates? ",یا نزد ایشان رفته و بی‌شرمانه مباحثه خواهی کرد – چه بگویی ای سقراط؟ ,یا نزد آنان خواهی رفت و گفتگو کرده، گستاخی خواهی کرد ــ چه سخنانی [خواهی گفت]، ای سقراط؟,یا به جانب ایشان رفته و بی‌شرمانه به گفتگو خواهی نشست – چه سخنانی افاضه فرمایی، ای سقراط؟
0059-003|243.|Cr. 53c.5.,0059-003|242.|Cr. 53c.4.,"ἢ οὕσπερ ἐνθάδε, ὡς ἡ ἀρετὴ καὶ ἡ δικαιοσύνη πλείστου ἄξιον τοῖς ἀνθρώποις καὶ τὰ νόμιμα καὶ οἱ νόμοι;","The same kind you carried on here, saying that virtue and justice and lawful things and the laws are the most precious things to men?",What you say here about virtue and justice and institutions and laws being the best things among men? ,"Oder dieselben wie hier, daß über Tugend und Gerechtigkeit nichts gehe für den Menschen und über Ordnungen und Gesetze?",همان که اینجا می‌گفتی، که فضیلت و عدالت و عرف‌ها و قوانین برای مردمان بیشترین ارزش را داراست؟,یا همچون اینجا [خواهی گفت] که فضیلت و دادگری برای آدمیان بیشترین ارزش را [داراست]، و نیز عرف‌ها و قوانین؟,یا همان‌طور که بدین جا می‌گفتی، که اَرتایی و درستی و آداب و قوانین نزد آدمی ارزشمندترین است؟
0059-003|244.|Cr. 53d.1.,0059-003|243.|Cr. 53c.5.,καὶ οὐκ οἴει ἄσχημον ἂν φανεῖσθαι τὸ τοῦ Σωκράτους πρᾶγμα; , And do you not think that the conduct of Socrates would seem most disgraceful? ,Would that be decent of you?,"Und glaubst du nicht, des Sokrates Sache werde dann ganz unanständig erscheinen? ",و نمی‌اندیشی که کردار سقراط ناشایست به نظر آید؟,و فکر نمی‌کنی [که] عمل سقراط ننگین به نظر خواهد رسید؟,و نمی‌پنداری که رفتار سقراط ناپسند به نظر خواهد رسید؟
0059-003|245.|Cr. 53d.2.,0059-003|244.|Cr. 53d.1.,οἴεσθαί γε χρή. ,You cannot help thinking so. ,Surely not.,Wohl muß man das glauben!,بایستی چنین پنداشت.,بایستی [چنین] پنداشتن.,باید که چنین پنداشت.
0059-003|246.|Cr. 53d.3.,0059-003|245.|Cr. 53d.2.,"ἀλλ᾽ ἐκ μὲν τούτων τῶν τόπων ἀπαρεῖς, ἥξεις δὲ εἰς Θετταλίαν παρὰ τοὺς ξένους τοὺς Κρίτωνος; ",Or you will keep away from these places and go to Crito's friends in Thessaly; ," But if you go away from well-governed States to Crito's friends in Thessaly,",Aber aus diesen Gegenden wirst du dich wohl fortmachen und dich nach Thessalien begeben zu den Gastfreunden des Kriton! ,اما به واقع از این نواحی عزیمت کرده، به تسالی می‌روی و نزد یاران کریتون مهمان می‌شوی؟,بلکه از این نواحی دوری خواهی کرد، و به تسالی نزد کسنوس‌های کریتون روانه خواهی شد؟,یا از آن نواحی صرف‌نظر خواهی کرد و سوی تسالی رهسپار می‌شوی، سوی برون‌یاران کریتون؟
0059-003|247.|Cr. 53d.4.,0059-003|246.|Cr. 53d.3.,"ἐκεῖ γὰρ δὴ πλείστη ἀταξία καὶ ἀκολασία, καὶ ἴσως ἂν ἡδέως σου ἀκούοιεν ὡς γελοίως ἐκ τοῦ δεσμωτηρίου ἀπεδίδρασκες σκευήν τέ τινα περιθέμενος, ἢ διφθέραν λαβὼν ἢ ἄλλα οἷα δὴ εἰώθασιν ἐνσκευάζεσθαι οἱ ἀποδιδράσκοντες, καὶ τὸ σχῆμα τὸ σαυτοῦ μεταλλάξας: ","for there great disorder and lawlessness prevail, and perhaps they would be amused to hear of the ludicrous way in which you ran away from prison by putting on a disguise, a peasant's leathern cloak or some of the other things in which runaways dress themselves up, and changing your appearance. ","where there is great disorder and license, they will be charmed to have the tale of your escape from prison, set off with ludicrous particulars of the manner in which you were wrapped in a goatskin or some other disguise, and metamorphosed as the fashion of runaways is- that is very likely;","Denn dort sind ja Unordnung und Ungebundenheit am größten, und die möchten dir wohl mit Vergnügen zuhören, wie lächerlich du aus dem Gefängnis entlaufen bist, in irgend ein Stück Zeug eingehüllt oder mit einem gemeinen Kittel umgetan, oder wie sich sonst die Entfliehenden zu verkleiden pflegen, und nachdem du dich ganz unkenntlich gemacht. ",چرا که بی‌نظمی و لاقیدی در آنجا بسیار است، و چه بسا مشتاقانه به تو گوش فرا دهند که چگونه به طرز مضحکی از زندان گریختی، جامه‌ای مبدل پوشیدی یا پوستینی در بر کردی، یا با دیگر چیزهایی که متواریان معمولا می‌پوشند ظاهر خود را تغییر دادی.,چرا که بیشترین بی‌نظمی و بی‌بندوباری در آنجا [است]، و شاید مشتاقانه به تو گوش فرا دهند که چگونه به شکل تمسخرآمیزی از زندان می‌گریختی، یکی تن‌پوش بر تن کرده یا پوستین برگرفته یا هر چیز دیگری که گریزندگان به پوشیدنش عادت دارند و ظاهر خودت را تغییر دادی؛,زیرا بیشترین هرج و مرج و افراط‌کاری در آنجاست، و شاید خوششان بیاید از تو بشنوند که به چه طرز تمسخرآمیزی از زندان گریختی، جامه‌ای مبدل پوشیدی یا تکه‌چرمی در بر کردی، یا با دیگر چیزهایی که فراریان معمولا بر خود می‌پوشند به هیئتی دیگر درآمدی.
0059-003|248.|Cr. 53d.5.,0059-003|247.|Cr. 53d.4.,"ὅτι δὲ γέρων ἀνήρ, σμικροῦ χρόνου τῷ βίῳ λοιποῦ ὄντος ὡς τὸ εἰκός, ἐτόλμησας οὕτω γλίσχρως ἐπιθυμεῖν ζῆν, νόμους τοὺς μεγίστους παραβάς, οὐδεὶς ὃς ἐρεῖ; ","But will no one say that you, an old man, who had probably but a short time yet to live, clung to life with such shameless greed that you transgressed the highest laws? ",but will there be no one to remind you that in your old age you violated the most sacred laws from a miserable desire of a little more life?,"Daß du aber als ein alter Mann, dem wahrscheinlich nur noch wenig Lebenszeit übrig ist, dich nicht gescheut hast, mit solcher Gier nach dem Leben zu gelüsten mit Übertretung jedes heiligsten Gesetzes, wird das niemand sagen? ",آنگاه هیچکس نخواهد گفت تو سالخورده مردی که احتمالا اندک زمانی از زندگی‌اش باقی مانده، چنان مصرانه در تمنای زیستنی که جسارت می‌کنی مهمترین قوانین را زیر پا بگذاری؟,پس پیر مردی، که به نظر می‌رسد زمان اندکی از زندگی‌اش باقی مانده، به خود اجازه دادی چنان حریصانه مشتاق به زیستن باشی [که] بزرگترین قوانین را زیر پا بگذاری، هیچکس این را نخواهد گفت؟,اما هیچکس دَم برنیارَد که سالخورده مردی که پیداست اندک زمانی از حیاتش مانده، چنان آزمندانه در تقلای زیستن است که جسارت کرده و از اهمّ قوانین تخطی می‌کند؟
